id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-13 15:06:33.94	DM->RN	"calibrate"
2	2018-08-13 15:06:34.75	DM->CMD	"calibrating. . ."
3	2018-08-13 15:06:59.54	CMD	"<X: audio sync in three two one>"
4	2018-08-13 15:06:59.59	RN	"<X: audio sync in three two one>"
5	2018-08-13 15:07:03.36	RN	"<loud noise>"
6	2018-08-13 15:07:03.36	CMD	"<loud noise>"
7	2018-08-13 15:07:05.79	DM->CMD	"calibration complete"
8	2018-08-13 15:07:14.84	CMD	"i am ready"
9	2018-08-13 15:07:16.07	DM->CMD	"I'm also ready.  <beep>"
10	2018-08-13 15:07:20.25	CMD	"let's move forward"
11	2018-08-13 15:07:25.26	DM->CMD	"How far should I move forward? <beep>"
12	2018-08-13 15:07:28.47	CMD	"ten feet"
13	2018-08-13 15:07:30.06	DM->CMD	"processing. . ."
14	2018-08-13 15:07:36.98	DM->RN	"move forward 10 feet"
15	2018-08-13 15:07:37.84	DM->CMD	"I will move forward 10 feet"
16	2018-08-13 15:07:51.32	RN	"done"
17	2018-08-13 15:07:52.45	DM->CMD	"done"
18	2018-08-13 15:07:54.81	CMD	"can you locate the doorway closest to you"
19	2018-08-13 15:08:00.55	DM->CMD	"Do you mean the one on the left?  <beep>"
20	2018-08-13 15:08:02.69	CMD	"the one on the left"
21	2018-08-13 15:08:07.58	DM->CMD	"ok, I think I got it."
22	2018-08-13 15:08:15.36	DM->CMD	"What should we do next?  <beep>"
23	2018-08-13 15:08:19.66	CMD	"do you see a doorway"
24	2018-08-13 15:08:22.52	DM->CMD	"yes"
25	2018-08-13 15:08:26.11	CMD	"can you take a picture"
26	2018-08-13 15:08:29.54	DM->RN	"send image"
27	2018-08-13 15:08:31.23	RN	"sent"
28	2018-08-13 15:08:32.19	DM->CMD	"sent"
29	2018-08-13 15:08:42.52	CMD	"can you move forward"
30	2018-08-13 15:08:49.86	DM->CMD	"I'm unsure where or when I should stop going forward.  <beep>"
31	2018-08-13 15:08:54.76	CMD	"can you move forward five feet"
32	2018-08-13 15:08:58.21	DM->CMD	"processing. . ."
33	2018-08-13 15:09:01.79	DM->RN	"move forward 5 feet"
34	2018-08-13 15:09:04.83	RN	"i don't think i can go five feet"
35	2018-08-13 15:09:11.69	DM->CMD	"I will move forward as far as I can, ok?  <beep>"
36	2018-08-13 15:09:13.69	RN	"uh i'll go as far as i can"
37	2018-08-13 15:09:15.88	CMD	"ok"
38	2018-08-13 15:09:27.11	RN	"done"
39	2018-08-13 15:09:28.05	RN	"i moved about four feet"
40	2018-08-13 15:09:33.74	DM->CMD	"I was only able to move forward 4 feet."
41	2018-08-13 15:09:38.29	CMD	"can you take a picture"
42	2018-08-13 15:09:42.24	DM->RN	"send image"
43	2018-08-13 15:09:43.64	RN	"sent"
44	2018-08-13 15:09:44.61	DM->CMD	"sent"
45	2018-08-13 15:09:47.39	CMD	"do you see a doorway near you"
46	2018-08-13 15:09:53.75	DM->CMD	"Do you mean the one on the left?  <beep>"
47	2018-08-13 15:09:59.09	CMD	"yes"
