id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-09-05 10:54:55.89	DM->CMD	"calibrating. . ."
2	2018-09-05 10:55:12.10	CMD	"<no speech>"
3	2018-09-05 10:55:12.36	RN	"<no speech>"
4	2018-09-05 10:55:15.21	RN	"<X: audio sync in three two one>"
5	2018-09-05 10:55:15.25	CMD	"<X: audio sync in three two one>"
6	2018-09-05 10:55:18.35	RN	"<loud noise>"
7	2018-09-05 10:55:18.35	CMD	"<loud noise>"
8	2018-09-05 10:55:22.52	CMD	"<X: alright>"
9	2018-09-05 10:55:22.67	CMD	"<X: you can let go>"
10	2018-09-05 10:55:28.62	DM->CMD	"calibration complete"
11	2018-09-05 10:56:00.35	CMD	"i am ready"
12	2018-09-05 10:56:02.82	DM->RN	"participant is ready"
13	2018-09-05 10:56:08.36	DM->CMD	"Hi!"
14	2018-09-05 10:56:09.56	DM->CMD	"I'm also ready.  <beep>"
15	2018-09-05 10:56:15.11	CMD	"<no speech>"
16	2018-09-05 10:56:17.34	CMD	"move to the nearest doorway"
17	2018-09-05 10:56:24.81	DM->CMD	"processing. . ."
18	2018-09-05 10:56:37.96	DM->CMD	"I see more than one doorway.  <beep>"
19	2018-09-05 10:56:40.05	CMD	"<no speech>"
20	2018-09-05 10:56:41.32	CMD	"move to the one that's closest to you"
21	2018-09-05 10:56:49.30	DM->CMD	"I'm not sure which doorway you are referring to.  <beep>"
22	2018-09-05 10:56:50.96	DM->CMD	"Would you like me to send a picture?  <beep>"
23	2018-09-05 10:56:52.63	CMD	"<no speech>"
24	2018-09-05 10:56:54.50	CMD	"move to the doorway on your left"
25	2018-09-05 10:57:08.99	CMD	"yes"
26	2018-09-05 10:57:09.39	CMD	"send a picture"
27	2018-09-05 10:57:14.28	DM->CMD	"I see no doorway on my left."
28	2018-09-05 10:57:20.62	DM->CMD	"I will send a picture"
29	2018-09-05 10:57:23.25	DM->RN	"send image"
30	2018-09-05 10:57:24.13	RN	"sent"
31	2018-09-05 10:57:25.07	DM->CMD	"sent"
32	2018-09-05 10:57:38.62	CMD	"turn to the left"
33	2018-09-05 10:57:46.88	DM->CMD	"How far should I turn to the left?  <beep>"
34	2018-09-05 10:57:47.55	CMD	"<no speech>"
35	2018-09-05 10:57:49.67	CMD	"ten degrees"
36	2018-09-05 10:57:51.60	DM->CMD	"processing. . ."
37	2018-09-05 10:57:56.51	DM->RN	"turn left 10 degrees"
38	2018-09-05 10:57:58.38	DM->CMD	"turning. . ."
39	2018-09-05 10:57:58.68	RN	"done"
40	2018-09-05 10:57:59.53	DM->CMD	"done"
41	2018-09-05 10:58:02.75	CMD	"take a picture"
42	2018-09-05 10:58:04.17	DM->RN	"send image"
43	2018-09-05 10:58:04.64	RN	"sent"
44	2018-09-05 10:58:05.47	DM->CMD	"sent"
45	2018-09-05 10:58:18.39	CMD	"<no speech>"
46	2018-09-05 10:58:20.74	CMD	"turn to the left"
47	2018-09-05 10:58:23.23	CMD	"twenty degrees"
48	2018-09-05 10:58:25.99	DM->CMD	"processing. . ."
49	2018-09-05 10:58:31.56	DM->RN	"turn left 20 degrees"
50	2018-09-05 10:58:32.98	DM->CMD	"turning. . ."
51	2018-09-05 10:58:34.94	RN	"done"
52	2018-09-05 10:58:36.00	DM->CMD	"done"
53	2018-09-05 10:58:51.05	CMD	"turn to the left another <pause .41> twenty degrees <degree>"
54	2018-09-05 10:58:55.25	DM->CMD	"processing. . ."
55	2018-09-05 10:58:59.68	DM->RN	"turn left 20 degrees"
56	2018-09-05 10:59:01.22	DM->CMD	"turning. . ."
57	2018-09-05 10:59:02.95	RN	"done"
58	2018-09-05 10:59:04.37	DM->CMD	"done"
59	2018-09-05 10:59:04.67	CMD	"turn to the left <pause .44> thirty degrees <degree>"
60	2018-09-05 10:59:07.89	DM->CMD	"processing. . ."
61	2018-09-05 10:59:12.52	DM->RN	"turn left 30 degrees"
62	2018-09-05 10:59:13.78	DM->CMD	"turning. . ."
63	2018-09-05 10:59:16.62	RN	"done"
64	2018-09-05 10:59:17.46	CMD	"take a picture"
65	2018-09-05 10:59:17.76	DM->CMD	"done"
66	2018-09-05 10:59:19.37	DM->RN	"send image"
67	2018-09-05 10:59:19.96	RN	"sent"
68	2018-09-05 10:59:20.89	DM->CMD	"sent"
69	2018-09-05 10:59:31.96	CMD	"turn to the left"
70	2018-09-05 10:59:34.20	CMD	"fifteen more degrees"
71	2018-09-05 10:59:36.57	DM->CMD	"processing. . ."
72	2018-09-05 10:59:41.01	DM->RN	"turn left 15 degrees"
73	2018-09-05 10:59:43.97	RN	"done"
74	2018-09-05 10:59:44.72	DM->CMD	"turning. . ."
75	2018-09-05 10:59:44.95	CMD	"take a picture"
76	2018-09-05 10:59:46.58	DM->CMD	"done"
77	2018-09-05 10:59:47.82	DM->RN	"send image"
78	2018-09-05 10:59:48.40	RN	"sent"
79	2018-09-05 10:59:49.43	DM->CMD	"sent"
80	2018-09-05 10:59:57.20	CMD	"move forward"
81	2018-09-05 11:00:02.95	DM->CMD	"processing. . ."
82	2018-09-05 11:00:05.75	DM->RN	"move to front wall ahead"
83	2018-09-05 11:00:07.31	DM->CMD	"moving. . ."
84	2018-09-05 11:00:10.98	RN	"done"
85	2018-09-05 11:00:11.76	DM->CMD	"done"
86	2018-09-05 11:00:14.26	CMD	"<no speech>"
87	2018-09-05 11:00:19.32	DM->CMD	"I moved forward as far as I could."
88	2018-09-05 11:00:25.16	CMD	"okay"
89	2018-09-05 11:00:26.56	CMD	"turn to the right"
90	2018-09-05 11:00:29.15	CMD	"ninety degrees <degree>"
