id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-28 10:03:36.22	DM->RN	"calibrate"
2	2018-08-28 10:03:36.93	DM->CMD	"calibrating. . ."
3	2018-08-28 10:04:17.33	RN	"<no speech>"
4	2018-08-28 10:04:21.00	CMD	"<X: audio sync in three two one>"
5	2018-08-28 10:04:21.03	RN	"<X: audio sync in three two one>"
6	2018-08-28 10:04:25.16	RN	"<loud noise>"
7	2018-08-28 10:04:25.16	CMD	"<loud noise>"
8	2018-08-28 10:04:26.74	DM->CMD	"calibration complete"
9	2018-08-28 10:04:33.90	CMD	"<X: okay>"
10	2018-08-28 10:04:34.27	CMD	"<X: you can let it up>"
11	2018-08-28 10:04:45.25	CMD	"<no speech>"
12	2018-08-28 10:04:45.74	CMD	"i am ready"
13	2018-08-28 10:04:50.72	DM->RN	"participant is ready"
14	2018-08-28 10:04:52.72	DM->CMD	"Hello! <beep>"
15	2018-08-28 10:04:54.37	DM->CMD	"Thanks for teaming up with me today."
16	2018-08-28 10:04:57.37	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."
17	2018-08-28 10:05:02.91	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."
18	2018-08-28 10:05:09.10	DM->CMD	"You can ask for help at any time."
19	2018-08-28 10:05:12.66	DM->CMD	"I'm ready.  <beep>"
20	2018-08-28 10:05:33.74	CMD	"move forward"
21	2018-08-28 10:05:37.70	DM->CMD	"How far forward should I go?  <beep>"
22	2018-08-28 10:05:45.47	CMD	"three steps"
23	2018-08-28 10:05:46.92	DM->CMD	"ok"
24	2018-08-28 10:05:50.55	DM->RN	"move forward 3 feet"
25	2018-08-28 10:05:57.82	RN	"done"
26	2018-08-28 10:05:59.39	DM->CMD	"done"
27	2018-08-28 10:06:01.25	DM->CMD	"Would you like me to send a picture?  <beep>"
28	2018-08-28 10:06:03.49	CMD	"yes"
29	2018-08-28 10:06:03.78	CMD	"take a picture"
30	2018-08-28 10:06:05.59	DM->RN	"send image"
31	2018-08-28 10:06:06.53	RN	"sent"
32	2018-08-28 10:06:07.28	DM->CMD	"sent"
33	2018-08-28 10:06:21.99	CMD	"move forward one step"
34	2018-08-28 10:06:24.45	DM->CMD	"processing. . ."
35	2018-08-28 10:06:27.05	DM->RN	"move forward 1 foot"
36	2018-08-28 10:06:28.31	DM->CMD	"I will move forward 1 foot"
37	2018-08-28 10:06:31.61	RN	"done"
38	2018-08-28 10:06:32.24	DM->CMD	"done"
39	2018-08-28 10:06:34.91	CMD	"take another picture"
