id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-14 10:21:11.42	DM->RN	"calibrate"
2	2018-08-14 10:21:12.49	DM->CMD	"calibrating. . ."
3	2018-08-14 10:21:31.66	CMD	"<X: now xxx and xxx>"
4	2018-08-14 10:21:34.62	CMD	"<X: so um go on could you push the button down and hold it until i tell you to let it up"
5	2018-08-14 10:21:38.90	CMD	"sure it's been down the whole time"
6	2018-08-14 10:21:40.57	CMD	"<X: oh ok>"
7	2018-08-14 10:21:48.45	CMD	"<X: audio sync in three two one>"
8	2018-08-14 10:21:48.46	RN	"<X: audio sync in three two one>"
9	2018-08-14 10:21:52.21	RN	"<loud noise>"
10	2018-08-14 10:21:52.21	CMD	"<loud noise>"
11	2018-08-14 10:21:54.72	CMD	"<X: ok you can let it up>"
12	2018-08-14 10:21:58.98	DM->CMD	"calibration complete"
13	2018-08-14 10:22:14.94	CMD	"i am ready"
14	2018-08-14 10:22:17.37	DM->CMD	"Hello! <beep>"
15	2018-08-14 10:22:19.26	DM->CMD	"Thanks for teaming up with me today."
16	2018-08-14 10:22:23.72	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."
17	2018-08-14 10:22:28.55	DM->RN	"participant is ready"
18	2018-08-14 10:22:29.75	CMD	"hi"
19	2018-08-14 10:22:30.36	CMD	"i understand"
20	2018-08-14 10:22:31.83	CMD	"let's count the number of doorways you see"
21	2018-08-14 10:22:32.05	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."
22	2018-08-14 10:22:36.76	DM->CMD	"You can ask for help at any time."
23	2018-08-14 10:22:41.38	DM->CMD	"I'm ready.  <beep>"
24	2018-08-14 10:22:45.04	CMD	"let's count the number of doorways you see"
25	2018-08-14 10:22:52.53	DM->CMD	"processing. . ."
26	2018-08-14 10:23:00.57	DM->CMD	"I think you are more familiar with doorways than I am."
27	2018-08-14 10:23:28.71	CMD	"let's move forward"
28	2018-08-14 10:23:35.58	DM->CMD	"ok"
29	2018-08-14 10:23:37.02	DM->CMD	"How far should I move forward? <beep>"
30	2018-08-14 10:23:41.63	CMD	"why don't you move to the first indentation in the building"
31	2018-08-14 10:23:50.30	DM->CMD	"Can you rephrase that?  <beep>"
32	2018-08-14 10:23:59.75	CMD	"<notification sound>"
33	2018-08-14 10:24:00.20	DM->CMD	"Would you like me to send a picture?  <beep>"
34	2018-08-14 10:24:02.62	CMD	"yes"
35	2018-08-14 10:24:04.32	DM->RN	"send image"
36	2018-08-14 10:24:06.03	RN	"sent"
37	2018-08-14 10:24:07.58	DM->CMD	"sent"
38	2018-08-14 10:24:29.46	DM->CMD	"If you're having trouble figuring out how far I should move or turn to get to something, you can always try telling me to go directly to whatever you are interested in.  <beep>"
39	2018-08-14 10:24:39.74	CMD	"go <pause .47> to the object <pause .49> on the left"
40	2018-08-14 10:24:46.66	CMD	"that's outside"
41	2018-08-14 10:24:52.21	DM->CMD	"ok, I think I got it."
42	2018-08-14 10:25:01.30	DM->RN	"move to Alley plant"
43	2018-08-14 10:25:01.64	CMD	"then send me a picture"
44	2018-08-14 10:25:04.11	DM->CMD	"executing. . ."
45	2018-08-14 10:25:14.82	DM->RN	"then. . ."
46	2018-08-14 10:25:16.00	DM->RN	"send image"
47	2018-08-14 10:25:31.22	RN	"done and sent"
48	2018-08-14 10:25:33.24	DM->CMD	"done, sent"
49	2018-08-14 10:25:37.02	CMD	"thank you"
50	2018-08-14 10:25:37.69	CMD	"wait a minute"
51	2018-08-14 10:25:46.38	CMD	"take a photo of the object"
52	2018-08-14 10:25:50.38	DM->CMD	"ok"
53	2018-08-14 10:25:52.47	DM->RN	"send image"
54	2018-08-14 10:25:54.84	RN	"sent"
55	2018-08-14 10:25:56.16	DM->CMD	"sent"
56	2018-08-14 10:26:09.03	DM->RN	"send image of plant"
57	2018-08-14 10:26:11.94	CMD	"move towards the red cone"
58	2018-08-14 10:26:19.63	DM->CMD	"processing. . ."
59	2018-08-14 10:26:21.49	RN	"sent"
60	2018-08-14 10:26:27.65	DM->RN	"move to Alley cone"
61	2018-08-14 10:26:30.37	DM->CMD	"moving. . ."
62	2018-08-14 10:26:47.16	RN	"done"
