id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-01 14:56:11.50	DM->RN	"participant is ready"
2	2018-08-01 14:56:15.84	DM->CMD	"calibrating. . ."
3	2018-08-01 14:57:50.33	CMD	"<X: alright>"
4	2018-08-01 14:57:51.04	CMD	"<X: press the button down>"
5	2018-08-01 14:57:52.13	CMD	"<X: unintelligible>"
6	2018-08-01 14:57:52.90	CMD	"<X: yeah>"
7	2018-08-01 14:57:53.03	CMD	"<X: okay>"
8	2018-08-01 14:57:53.26	CMD	"<X: thanks>"
9	2018-08-01 14:57:53.46	CMD	"yeah"
10	2018-08-01 14:57:53.82	CMD	"<X: okay>"
11	2018-08-01 14:57:53.94	RN	"<X: audio sync in three two one>"
12	2018-08-01 14:57:54.49	CMD	"<X: audio sync>"
13	2018-08-01 14:57:55.13	CMD	"<X: in three two one>"
14	2018-08-01 14:57:57.03	RN	"<loud noise>"
15	2018-08-01 14:57:57.03	CMD	"<loud noise>"
16	2018-08-01 14:58:01.35	CMD	"<X: okay>"
17	2018-08-01 14:58:02.20	RN	"uh done"
18	2018-08-01 14:58:02.41	DM->CMD	"calibration complete"
19	2018-08-01 14:58:02.42	CMD	"<X: unintelligible>"
20	2018-08-01 14:58:04.66	CMD	"<X: then say i am ready and wait for the robot to respond>"
21	2018-08-01 14:58:08.53	CMD	"okay"
22	2018-08-01 14:58:09.61	CMD	"i am ready"
23	2018-08-01 14:58:13.03	DM->CMD	"Hello! <beep>"
24	2018-08-01 14:58:15.22	DM->CMD	"Thanks for teaming up with me today."
25	2018-08-01 14:58:17.37	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."
26	2018-08-01 14:58:20.57	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."
27	2018-08-01 14:58:24.49	DM->CMD	"You can ask for help at any time."
28	2018-08-01 14:58:25.79	CMD	"can you move up"
29	2018-08-01 14:58:30.60	DM->CMD	"How far forward should I go?  <beep>"
30	2018-08-01 14:58:34.18	CMD	"until i say to stop"
31	2018-08-01 14:58:45.19	DM->CMD	"Hmm. . ."
32	2018-08-01 14:58:46.62	CMD	"ten feet"
33	2018-08-01 14:58:54.91	DM->CMD	"There's too much lag in our communications for instantaneous instructions.  <beep>"
34	2018-08-01 14:59:00.56	DM->CMD	"I will move forward 10 feet"
35	2018-08-01 14:59:03.03	DM->RN	"move forward 10 feet"
