id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-13 14:34:50.29	DM->RN	"calibrate"
2	2018-08-13 14:34:51.02	DM->CMD	"calibrating. . ."
3	2018-08-13 14:35:16.78	CMD	"<X: audio sync in three two one>"
4	2018-08-13 14:35:16.86	RN	"<X: audio sync in three two one>"
5	2018-08-13 14:35:20.54	RN	"<loud noise>"
6	2018-08-13 14:35:20.54	CMD	"<loud noise>"
7	2018-08-13 14:35:24.54	DM->CMD	"calibration complete"
8	2018-08-13 14:35:38.86	CMD	"i am ready"
9	2018-08-13 14:35:41.19	DM->CMD	"I'm also ready.  <beep>"
10	2018-08-13 14:35:51.10	DM->RN	"send image"
11	2018-08-13 14:35:51.20	CMD	"can you go to the first doorway you see"
12	2018-08-13 14:35:51.39	DM->RN	"send image"
13	2018-08-13 14:36:00.45	DM->CMD	"processing. . ."
14	2018-08-13 14:36:12.83	DM->CMD	"I see more than one doorways."
15	2018-08-13 14:36:19.80	CMD	"can you move to the closest doorway to your right"
16	2018-08-13 14:36:25.86	DM->CMD	"ok"
17	2018-08-13 14:36:34.79	DM->RN	"move into Office hallway"
18	2018-08-13 14:36:36.46	DM->CMD	"executing. . ."
19	2018-08-13 14:36:46.51	RN	"done"
20	2018-08-13 14:36:47.36	DM->CMD	"Should I send a picture? <beep>"
21	2018-08-13 14:36:49.45	DM->CMD	"done"
22	2018-08-13 14:36:49.88	CMD	"yes send a picture"
23	2018-08-13 14:36:53.05	DM->RN	"send image"
24	2018-08-13 14:36:54.03	RN	"sent"
25	2018-08-13 14:36:55.26	DM->CMD	"sent"
26	2018-08-13 14:37:12.90	CMD	"let's move forward to the next doorway closest to you"
27	2018-08-13 14:37:16.54	CMD	"to your left"
28	2018-08-13 14:37:21.15	DM->CMD	"processing. . ."
29	2018-08-13 14:37:34.57	DM->CMD	"I don't see a door on the left.  <beep>"
30	2018-08-13 14:37:38.59	CMD	"can you see another doorway"
31	2018-08-13 14:37:44.31	DM->CMD	"yes"
32	2018-08-13 14:37:47.22	DM->CMD	"I see more than one doorway.  <beep>"
33	2018-08-13 14:37:49.43	CMD	"well let's move to the next doorway you see t"
34	2018-08-13 14:37:58.27	DM->CMD	"Do you mean the one on the right?  <beep>"
35	2018-08-13 14:38:00.34	CMD	"yes i mean the one on the right"
36	2018-08-13 14:38:03.98	DM->CMD	"ok"
37	2018-08-13 14:38:12.91	DM->RN	"move into Cleaning room"
38	2018-08-13 14:38:24.64	RN	"done"
39	2018-08-13 14:38:27.92	DM->CMD	"done"
