id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-07 14:43:33.35	DM->CMD	"calibrating. . ."
2	2018-08-07 14:43:35.37	DM->RN	"calibrate"
3	2018-08-07 14:44:04.02	CMD	"<audio sync in three two one>"
4	2018-08-07 14:44:04.86	RN	"<audio sync in three two one>"
5	2018-08-07 14:44:07.11	RN	"<loud noise>"
6	2018-08-07 14:44:07.11	CMD	"<loud noise>"
7	2018-08-07 14:44:17.07	DM->CMD	"calibration complete"
8	2018-08-07 14:44:25.88	CMD	"i'm ready"
9	2018-08-07 14:44:28.36	DM->RN	"participant is ready"
10	2018-08-07 14:44:31.31	CMD	"could you give me a visual of wh <notification noise>"
11	2018-08-07 14:44:32.74	DM->CMD	"I'm also ready.  <beep>"
12	2018-08-07 14:44:33.74	CMD	"let me see what you can see"
13	2018-08-07 14:44:38.10	DM->RN	"send image"
14	2018-08-07 14:44:45.66	RN	"sent"
15	2018-08-07 14:44:46.71	DM->CMD	"sent"
16	2018-08-07 14:44:55.15	CMD	"could you take a photo of that"
17	2018-08-07 14:45:00.67	DM->RN	"send image"
18	2018-08-07 14:45:03.66	RN	"sent"
19	2018-08-07 14:45:05.08	DM->CMD	"sent"
20	2018-08-07 14:45:14.92	CMD	"could you move <pause> um <pause> to your right <pause> twenty five degrees"
21	2018-08-07 14:45:24.29	DM->CMD	"processing. . ."
22	2018-08-07 14:45:28.97	DM->RN	"turn right 20 degrees"
23	2018-08-07 14:45:34.79	DM->RN	"turn right 25 degrees"
24	2018-08-07 14:45:37.60	DM->CMD	"turning. . ."
25	2018-08-07 14:45:37.89	RN	"done"
26	2018-08-07 14:45:39.30	CMD	"and send me a photo of what you see"
27	2018-08-07 14:45:39.50	DM->CMD	"done"
28	2018-08-07 14:45:42.14	DM->RN	"send image"
29	2018-08-07 14:45:43.60	RN	"sent"
30	2018-08-07 14:45:45.57	DM->CMD	"sent"
31	2018-08-07 14:45:53.07	CMD	"please move to your <pause> right another twenty five degrees"
32	2018-08-07 14:45:59.29	CMD	"and show me what you see"
33	2018-08-07 14:46:00.32	DM->CMD	"ok"
34	2018-08-07 14:46:05.80	DM->RN	"turn right 25 degrees"
35	2018-08-07 14:46:07.07	DM->RN	"then. . ."
36	2018-08-07 14:46:07.92	DM->RN	"send image"
37	2018-08-07 14:46:12.66	DM->CMD	"executing. . ."
38	2018-08-07 14:46:13.73	RN	"done and sent"
39	2018-08-07 14:46:16.72	DM->CMD	"done, sent"
40	2018-08-07 14:46:24.01	CMD	"please turn another thirty degrees to your right"
41	2018-08-07 14:46:26.48	CMD	"and let me see what you see"
42	2018-08-07 14:46:31.01	DM->CMD	"ok"
43	2018-08-07 14:46:35.70	DM->RN	"turn right 30 degrees"
44	2018-08-07 14:46:36.68	DM->RN	"then. . ."
45	2018-08-07 14:46:37.89	DM->RN	"send image"
46	2018-08-07 14:46:41.42	DM->CMD	"turning. . ."
47	2018-08-07 14:46:48.04	RN	"done and sent"
48	2018-08-07 14:46:51.40	DM->CMD	"done, sent"
49	2018-08-07 14:46:58.10	CMD	"turn fifty degrees to your left"
50	2018-08-07 14:47:00.73	CMD	"and move forward <pause> four feet"
51	2018-08-07 14:47:05.87	DM->CMD	"processing. . ."
52	2018-08-07 14:47:12.88	DM->RN	"turn left 50 degrees"
53	2018-08-07 14:47:13.87	DM->RN	"then. . ."
54	2018-08-07 14:47:17.55	DM->RN	"move forward 4ft"
55	2018-08-07 14:47:20.99	DM->CMD	"executing. . ."
56	2018-08-07 14:47:29.01	RN	"i got in two feet"
57	2018-08-07 14:47:31.08	RN	"done"
58	2018-08-07 14:47:38.45	DM->CMD	"I was only able to move forward 2 feet."
59	2018-08-07 14:47:43.91	CMD	"move forty five <pause> degrees to your left"
60	2018-08-07 14:47:44.09	DM->CMD	"done"
61	2018-08-07 14:47:50.24	CMD	"and let me see what you see"
62	2018-08-07 14:47:53.75	DM->CMD	"ok"
63	2018-08-07 14:47:56.60	DM->RN	"turn left 45 degrees"
64	2018-08-07 14:47:57.81	DM->RN	"then. . ."
65	2018-08-07 14:47:58.82	DM->RN	"send image"
66	2018-08-07 14:48:02.18	DM->CMD	"turning. . ."
67	2018-08-07 14:48:05.90	RN	"done and sent"
68	2018-08-07 14:48:07.86	DM->CMD	"done"
69	2018-08-07 14:48:09.54	DM->CMD	"sent"
70	2018-08-07 14:48:16.04	CMD	"please move forward three feet"
71	2018-08-07 14:48:19.45	CMD	"and let me see what you see"
72	2018-08-07 14:48:23.16	DM->CMD	"I will move forward 3 feet"
73	2018-08-07 14:48:23.74	DM->RN	"move forward 3 feet"
74	2018-08-07 14:48:25.10	DM->CMD	"I will send a picture"
75	2018-08-07 14:48:25.81	DM->RN	"send image"
76	2018-08-07 14:48:32.62	RN	"done"
77	2018-08-07 14:48:33.72	RN	"sent"
78	2018-08-07 14:48:36.17	DM->CMD	"done, sent"
79	2018-08-07 14:48:42.29	CMD	"move twenty five <pause> degrees to your right"
80	2018-08-07 14:48:50.61	DM->CMD	"processing. . ."
81	2018-08-07 14:48:56.07	DM->RN	"turn right 25 degrees"
82	2018-08-07 14:49:05.26	DM->CMD	"turning. . ."
83	2018-08-07 14:49:06.47	RN	"done"
84	2018-08-07 14:49:08.04	DM->CMD	"done"
85	2018-08-07 14:49:09.32	CMD	"five degrees more to your right"
86	2018-08-07 14:49:15.80	DM->CMD	"ok"
87	2018-08-07 14:49:19.81	DM->RN	"turn right 5 degrees"
88	2018-08-07 14:49:25.52	RN	"done"
89	2018-08-07 14:49:26.68	DM->CMD	"done"
90	2018-08-07 14:49:31.58	CMD	"five degrees more "
91	2018-08-07 14:49:33.74	CMD	"and move forward two feet"
92	2018-08-07 14:49:38.58	DM->CMD	"processing. . ."
93	2018-08-07 14:49:45.75	DM->RN	"turn right 5 degrees"
94	2018-08-07 14:49:47.13	DM->RN	"then. . ."
95	2018-08-07 14:49:48.28	DM->RN	"move forward 2 feet"
96	2018-08-07 14:49:51.17	DM->CMD	"executing. . ."
97	2018-08-07 14:49:54.33	RN	"done"
98	2018-08-07 14:49:57.08	DM->CMD	"done"
99	2018-08-07 14:49:59.38	CMD	"move <pause> five degrees to your <pause> hmm left"
100	2018-08-07 14:50:06.08	CMD	"and move forward <pause> four feet"
101	2018-08-07 14:50:09.67	CMD	"and let me get a visual"
102	2018-08-07 14:50:12.33	DM->CMD	"ok"
103	2018-08-07 14:50:17.28	DM->RN	"turn left 5 degrees"
104	2018-08-07 14:50:18.19	DM->RN	"then. . ."
105	2018-08-07 14:50:21.00	DM->RN	"move forward 4ft"
106	2018-08-07 14:50:22.16	DM->RN	"then. . ."
107	2018-08-07 14:50:23.11	DM->RN	"send image"
108	2018-08-07 14:50:25.47	DM->CMD	"moving. . ."
109	2018-08-07 14:50:30.89	RN	"done and sent"
110	2018-08-07 14:50:33.88	DM->CMD	"done, sent"
111	2018-08-07 14:50:42.02	CMD	"please move thirty degrees to your left"
112	2018-08-07 14:50:44.43	CMD	"and give me a visual"
113	2018-08-07 14:50:48.49	DM->CMD	"ok"
114	2018-08-07 14:50:53.55	DM->RN	"turn left 30 degrees"
115	2018-08-07 14:50:54.91	DM->RN	"then. . ."
116	2018-08-07 14:50:55.98	DM->RN	"send image"
117	2018-08-07 14:51:02.32	DM->CMD	"turning. . ."
118	2018-08-07 14:51:03.70	RN	"done and sent"
119	2018-08-07 14:51:06.88	DM->CMD	"done, sent"
120	2018-08-07 14:51:10.19	CMD	"please move five degrees to the left"
121	2018-08-07 14:51:12.55	CMD	"and move forward three feet"
122	2018-08-07 14:51:14.20	CMD	"and give me a visual"
123	2018-08-07 14:51:18.79	DM->CMD	"ok"
124	2018-08-07 14:51:24.00	DM->RN	"turn left 5 degrees"
125	2018-08-07 14:51:25.30	DM->RN	"then. . ."
126	2018-08-07 14:51:26.81	DM->RN	"move forward 3 feet"
127	2018-08-07 14:51:27.89	DM->RN	"then. . ."
128	2018-08-07 14:51:28.98	DM->RN	"send image"
129	2018-08-07 14:51:34.36	DM->CMD	"executing. . ."
130	2018-08-07 14:51:39.17	RN	"done and sent"
131	2018-08-07 14:51:42.15	DM->CMD	"done, sent"
132	2018-08-07 14:51:50.08	CMD	"turn ten degrees to your left "
133	2018-08-07 14:51:52.11	CMD	"and move forward"
134	2018-08-07 14:51:54.82	CMD	"three feet"
135	2018-08-07 14:51:59.17	DM->CMD	"processing. . ."
