id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-23 10:17:33.62	DM->CMD	"calibrating. . ."
2	2018-08-23 10:17:36.70	DM->RN	"calibrate"
3	2018-08-23 10:18:08.20	CMD	"<X: xxx>"
4	2018-08-23 10:18:09.31	CMD	"<no speech>"
5	2018-08-23 10:18:17.19	RN	"<X: audio sync in three two one>"
6	2018-08-23 10:18:17.26	CMD	"<X: audio sync in three two one>"
7	2018-08-23 10:18:21.17	RN	"<loud noise>"
8	2018-08-23 10:18:21.17	CMD	"<loud noise>"
9	2018-08-23 10:18:21.54	CMD	"<no speech>"
10	2018-08-23 10:18:24.50	CMD	"<X: okay you can let it up>"
11	2018-08-23 10:18:27.26	DM->CMD	"calibration complete"
12	2018-08-23 10:18:34.81	CMD	"<X: say i am ready>"
13	2018-08-23 10:18:35.68	CMD	"i am ready"
14	2018-08-23 10:18:36.79	CMD	"<no speech>"
15	2018-08-23 10:18:39.27	CMD	"<notification sound>"
16	2018-08-23 10:18:39.68	DM->CMD	"I'm also ready.  <beep>"
17	2018-08-23 10:18:39.80	CMD	"<no speech>"
18	2018-08-23 10:19:04.35	CMD	"uh robot take a picture"
19	2018-08-23 10:19:06.30	CMD	"<no speech>"
20	2018-08-23 10:19:08.49	DM->CMD	"ok"
21	2018-08-23 10:19:10.27	DM->RN	"send image"
22	2018-08-23 10:19:11.04	RN	"sent"
23	2018-08-23 10:19:12.96	DM->CMD	"sent"
24	2018-08-23 10:19:17.26	CMD	"robot turn left"
25	2018-08-23 10:19:18.58	CMD	"<no speech>"
26	2018-08-23 10:19:21.68	DM->CMD	"processing. . ."
27	2018-08-23 10:19:26.99	DM->RN	"turn left 90 degrees"
28	2018-08-23 10:19:28.58	DM->CMD	"I will turn left 90 degrees"
29	2018-08-23 10:19:36.32	CMD	"robot take a picture"
30	2018-08-23 10:19:37.01	RN	"done"
31	2018-08-23 10:19:38.38	DM->CMD	"done"
32	2018-08-23 10:19:38.56	CMD	"<no speech>"
33	2018-08-23 10:19:41.92	DM->RN	"send image"
34	2018-08-23 10:19:42.49	RN	"sent"
35	2018-08-23 10:19:45.13	DM->CMD	"sent"
36	2018-08-23 10:19:47.57	CMD	"robot turn left "
37	2018-08-23 10:19:49.49	CMD	"and take a picture"
38	2018-08-23 10:19:53.79	DM->CMD	"ok"
39	2018-08-23 10:19:56.26	DM->RN	"turn left 90 degrees"
40	2018-08-23 10:19:57.59	DM->RN	"then. . ."
41	2018-08-23 10:19:58.79	DM->RN	"send image"
42	2018-08-23 10:20:00.81	DM->CMD	"turning. . ."
43	2018-08-23 10:20:06.01	RN	"done and sent"
44	2018-08-23 10:20:08.59	DM->CMD	"done, sent"
45	2018-08-23 10:20:54.64	CMD	"oh i'm sorry"
46	2018-08-23 10:20:55.67	CMD	"uh robot turn left"
47	2018-08-23 10:20:57.32	CMD	"and take a picture"
48	2018-08-23 10:21:02.60	DM->CMD	"processing. . ."
49	2018-08-23 10:21:04.97	DM->RN	"turn left 90 degrees"
50	2018-08-23 10:21:05.97	DM->RN	"then. . ."
51	2018-08-23 10:21:07.04	DM->RN	"send image"
52	2018-08-23 10:21:09.05	DM->CMD	"executing. . ."
53	2018-08-23 10:21:14.20	RN	"done and sent"
54	2018-08-23 10:21:16.06	DM->CMD	"done, sent"
55	2018-08-23 10:21:27.72	CMD	"robot turn forty five degrees to your left"
56	2018-08-23 10:21:31.23	CMD	"and take a picture"
57	2018-08-23 10:21:34.83	DM->CMD	"ok"
58	2018-08-23 10:21:38.94	DM->CMD	"I will turn left 45 degrees"
59	2018-08-23 10:21:39.66	DM->RN	"turn left 45 degrees"
60	2018-08-23 10:21:42.19	DM->CMD	"I will send a picture"
61	2018-08-23 10:21:42.82	DM->RN	"send image"
62	2018-08-23 10:21:45.14	RN	"done and sent"
63	2018-08-23 10:21:47.29	DM->CMD	"done, sent"
64	2018-08-23 10:21:49.22	CMD	"robot turn left"
65	2018-08-23 10:21:51.32	CMD	"and take a picture"
