id	time	stream	text
1	2019-07-19 09:09:54.43	CMD	"calibrate"
2	2019-07-19 09:09:58.80	RN	"calibrating. . ."
3	2019-07-19 09:09:58.82	DM->CMD	"calibrating. . ."
4	2019-07-19 09:10:04.54	RN	"calibrating. . ."
5	2019-07-19 09:10:04.56	DM->CMD	"calibrating. . ."
6	2019-07-19 09:10:10.88	RN	"calibration complete"
7	2019-07-19 09:10:10.89	DM->CMD	"calibration complete"
8	2019-07-19 09:10:45.40	CMD	"I am ready"
9	2019-07-19 09:10:47.15	DM->RN	"participant is ready"
10	2019-07-19 09:10:47.16	DM->CMD	"Processing...."
11	2019-07-19 09:10:52.15	RN	"I'm also ready.  <beep>"
12	2019-07-19 09:10:52.18	DM->CMD	"I'm also ready.  <beep>"
13	2019-07-19 09:10:52.89	DM->RN	"participant is ready"
14	2019-07-19 09:11:00.51	CMD	"take a picture"
15	2019-07-19 09:11:02.26	DM->RN	"send image"
16	2019-07-19 09:11:02.27	DM->CMD	"I will send image."
17	2019-07-19 09:11:10.14	CMD	"go forward"
18	2019-07-19 09:11:11.83	RN	"sent"
19	2019-07-19 09:11:11.83	DM->CMD	"sent"
20	2019-07-19 09:11:11.89	DM->CMD	"How far forward should I go?  <beep>"
21	2019-07-19 09:11:13.69	CMD	"ten feet"
22	2019-07-19 09:11:15.48	DM->RN	"move forward 10 feet"
23	2019-07-19 09:11:15.49	DM->CMD	"I will move forward 10 feet."
24	2019-07-19 09:11:25.20	RN	"moving. . ."
25	2019-07-19 09:11:25.20	DM->CMD	"moving. . ."
26	2019-07-19 09:11:42.07	RN	"done"
27	2019-07-19 09:11:42.07	DM->CMD	"done"
28	2019-07-19 09:11:44.23	CMD	"turn left"
29	2019-07-19 09:11:46.03	DM->CMD	"Can you repeat that?  <beep>"
30	2019-07-19 09:11:46.85	CMD	"turn left"
31	2019-07-19 09:11:48.61	DM->CMD	"How far left should I turn?  You can tell me to turn to face something that you see. <beep>"
32	2019-07-19 09:11:51.13	CMD	"face the doorway"
33	2019-07-19 09:11:52.90	DM->CMD	"Can you repeat that?  <beep>"
34	2019-07-19 09:11:54.50	CMD	"face the doorway"
35	2019-07-19 09:11:56.26	DM->RN	"turn to face doorway"
36	2019-07-19 09:11:56.26	DM->CMD	"I will try to turn to face doorway."
37	2019-07-19 09:12:03.94	RN	"I'm not sure which doorway you are referring to.  <beep>"
38	2019-07-19 09:12:03.94	DM->CMD	"I'm not sure which doorway you are referring to.  <beep>"
39	2019-07-19 09:12:09.01	CMD	"turn left ninety degrees"
40	2019-07-19 09:12:10.76	DM->RN	"turn left 90 degrees"
41	2019-07-19 09:12:10.76	DM->CMD	"I will turn left 90 degrees."
42	2019-07-19 09:12:19.10	RN	"turning. . ."
43	2019-07-19 09:12:19.10	DM->CMD	"turning. . ."
44	2019-07-19 09:12:35.50	RN	"done"
45	2019-07-19 09:12:35.50	DM->CMD	"done"
46	2019-07-19 09:12:32.98	CMD	"turn left thirty degrees"
47	2019-07-19 09:12:34.74	DM->CMD	"I will turn left 30 degrees."
48	2019-07-19 09:12:40.47	DM->RN	"turn left 30 degrees"
49	2019-07-19 09:12:42.78	RN	"turning. . ."
50	2019-07-19 09:12:42.78	DM->CMD	"turning. . ."
51	2019-07-19 09:12:48.81	RN	"done"
52	2019-07-19 09:12:48.81	DM->CMD	"done"
53	2019-07-19 09:12:45.20	CMD	"take a picture"
54	2019-07-19 09:12:46.95	DM->RN	"send image"
55	2019-07-19 09:12:46.96	DM->CMD	"I will send image."
56	2019-07-19 09:12:56.17	RN	"sent"
57	2019-07-19 09:12:56.17	DM->CMD	"sent"
58	2019-07-19 09:12:58.85	CMD	"turn left thirty degrees"
59	2019-07-19 09:13:00.60	DM->RN	"turn left 30 degrees"
60	2019-07-19 09:13:00.61	DM->CMD	"I will turn left 30 degrees."
61	2019-07-19 09:13:10.01	RN	"turning. . ."
62	2019-07-19 09:13:10.01	DM->CMD	"turning. . ."
63	2019-07-19 09:13:20.80	RN	"done"
64	2019-07-19 09:13:20.80	DM->CMD	"done"
65	2019-07-19 09:13:17.02	CMD	"take a picture"
66	2019-07-19 09:13:18.77	DM->RN	"send image"
67	2019-07-19 09:13:18.78	DM->CMD	"I will send image."
68	2019-07-19 09:13:27.31	RN	"sent"
69	2019-07-19 09:13:27.31	DM->CMD	"sent"
70	2019-07-19 09:13:26.04	CMD	"turn left forty five degrees"
71	2019-07-19 09:13:27.80	DM->RN	"turn left 45 degrees"
72	2019-07-19 09:13:27.80	DM->CMD	"I will turn left 45 degrees."
73	2019-07-19 09:13:36.34	RN	"turning. . ."
74	2019-07-19 09:13:36.34	DM->CMD	"turning. . ."
75	2019-07-19 09:13:43.74	RN	"done"
76	2019-07-19 09:13:43.74	DM->CMD	"done"
77	2019-07-19 09:13:39.93	CMD	"take a picture"
78	2019-07-19 09:13:41.68	DM->RN	"send image"
79	2019-07-19 09:13:41.69	DM->CMD	"I will send image."
80	2019-07-19 09:13:49.69	RN	"sent"
81	2019-07-19 09:13:49.69	DM->CMD	"sent"
82	2019-07-19 09:13:48.49	CMD	"turn left a hundred degrees"
83	2019-07-19 09:13:50.25	DM->RN	"turn 180"
84	2019-07-19 09:13:50.26	DM->CMD	"I will turn 180."
85	2019-07-19 09:13:58.16	RN	"turning. . ."
86	2019-07-19 09:13:58.16	DM->CMD	"turning. . ."
87	2019-07-19 09:14:02.04	CMD	"stop"
88	2019-07-19 09:14:03.79	DM->RN	"stop"
89	2019-07-19 09:14:03.80	DM->CMD	"Processing...."
90	2019-07-19 09:14:11.62	RN	"done"
91	2019-07-19 09:14:11.62	DM->CMD	"done"
92	2019-07-19 09:14:07.54	CMD	"take a picture"
93	2019-07-19 09:14:09.30	DM->RN	"send image"
94	2019-07-19 09:14:09.30	DM->CMD	"I will send image."
95	2019-07-19 09:14:17.75	RN	"sent"
96	2019-07-19 09:14:17.75	DM->CMD	"sent"
97	2019-07-19 09:14:25.32	CMD	"left forty five degrees"
98	2019-07-19 09:14:27.08	DM->RN	"turn left 45 degrees"
99	2019-07-19 09:14:27.09	DM->CMD	"I will turn left 45 degrees."
