id	time	stream	text
0	0	CMD	"(calibrate)"
1	3.67	RN	"started to record calibration complete"
2	14.04	DM->CMD	"calibration complete"
3	16.18	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests.  I'll say DONE when I've completed your request, or SENT after sending you a photo, or I may ask for more information or let you know if there is a problem.  You can ask me for help at any time."
4	66.15	CMD	"I am ready"
5	68.61	CMD	"take a picture of what's in front of you"
6	74.85	DM->RN	"image"
7	76.24	RN	"image sent"
8	78.68	DM->CMD	"sent"
9	81.2	CMD	"to the left"
10	105.11	DM->CMD	"How far should I pivot left? You can tell me to pivot to face something that you see or a number of degrees."
11	109.29	CMD	"ninety degrees"
12	116.73	DM->CMD	"executing..."
13	123.2	DM->RN	"turn left 90"
14	132.22	RN	"<unintelligible>"
15	134.49	DM->CMD	"done"
16	135	CMD	"take a picture"
17	140.86	DM->RN	"image"
18	140.87	RN	"image sent"
19	143.96	DM->CMD	"sent"
20	149.08	CMD	"<click>"
21	150.14	CMD	"to the right"
22	150.9	CMD	"ninety degrees"
23	157.72	DM->RN	"turn right 90"
24	161.6	DM->CMD	"executing..."
25	170.08	RN	"<unintelligible>"
26	172.45	DM->CMD	"done"
27	173.77	CMD	"take a picture"
28	180.38	DM->RN	"image"
29	181.98	RN	"image sent"
30	184.04	DM->CMD	"sent"
31	191.27	CMD	"to the right ninety degrees"
32	199.85	DM->RN	"turn right 90"
33	203.42	DM->CMD	"executing..."
34	208.96	RN	"<unintelligible>"
35	209.75	CMD	"take a picture"
36	211.29	DM->CMD	"done"
37	215.16	DM->RN	"image"
38	216.03	RN	"image sent"
39	218.79	DM->CMD	"sent"
40	220.76	CMD	"to the left ninety degrees"
41	230.11	DM->RN	"turn left 90"
42	233.36	DM->CMD	"executing..."
43	240.97	RN	"<no speech>"
44	242.39	CMD	"take a picture"
45	243	DM->CMD	"done"
46	249.49	DM->RN	"image"
47	249.98	RN	"image sent"
48	253.38	DM->CMD	"sent"
49	255.18	CMD	"to the left forty five degrees"
50	258.47	CMD	"and take a picture"
51	266.62	DM->RN	"turn left 35, image"
52	270.1	DM->CMD	"executing..."
53	274.56	RN	"image sent"
54	276.42	DM->CMD	"sent"
55	282.63	CMD	"to the right forty five degrees"
56	287.77	CMD	"and move forward five feet"
57	297.64	DM->RN	"turn right 45, move forward 5 feet"
58	301.16	DM->CMD	"executing..."
59	315.08	RN	"done"
60	318.05	DM->CMD	"done"
61	318.42	CMD	"take a picture"
62	325.55	DM->RN	"image"
63	326.29	RN	"image sent"
64	328.89	DM->CMD	"sent"
65	345.01	CMD	"to the left thirty degrees"
66	356.64	DM->RN	"turn left 30"
67	360.01	DM->CMD	"executing..."
68	362.58	RN	"done"
69	365.86	DM->CMD	"done"
70	366.99	CMD	"go forward five feet"
71	369.55	RN	"<no speech>"
72	375.58	RN	"<no speech>"
73	378.97	DM->RN	"move forward 5 feet"
74	382.21	DM->CMD	"executing..."
