id	time	stream	text
0	0	CMD	"(calibrate)"
1	0	DM->RN	"calibrate"
2	0	DM->CMD	"calibrating. . ."
3	15.09	RN	"done"
4	16.62	DM->CMD	"calibration complete"
5	20.14	DM->CMD	"Hello! <beep>"
6	21.34	DM->CMD	". . ."
7	22.86	DM->CMD	"Thanks for teaming up with me today."
8	23.87	DM->CMD	". . ."
9	26.31	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."
10	27.33	DM->CMD	". . ."
11	29.69	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."
12	30.68	DM->CMD	". . ."
13	33.15	DM->CMD	"You can ask for help at any time."
14	71.43	CMD	"travel straight"
15	79.38	DM->CMD	"I'm not sure where or when to stop moving forward.  <beep>"
16	81.89	DM->CMD	"You can tell me to move a certain distance or to move to an object.  <beep>"
17	83.87	CMD	"um travel east two feet"
18	90.93	DM->CMD	"ok"
19	95.28	DM->RN	"move forward 2 feet"
20	99	DM->CMD	"moving. . ."
21	102.179999999999	RN	"done"
22	104.27	DM->CMD	"done"
23	107.2	CMD	"travel east two more feet"
24	111.71	DM->CMD	"ok"
25	114.41	DM->RN	"move forward 2 feet"
26	116.84	DM->CMD	"moving. . ."
27	119.56	RN	"done"
28	120.25	CMD	"<pause> turn to the left"
29	121	DM->CMD	"done"
30	122.86	CMD	"and take a picture"
31	128.98	DM->CMD	"I'm unsure where or when I should stop turning.  <beep>"
32	130.95	DM->CMD	"You can tell me to turn a number of degrees or to face something.  <beep>"
33	136.08	CMD	"turn north thirty degrees"
34	139.44	CMD	"and take a picture"
35	144.51	DM->CMD	"processing. . ."
36	156.82	DM->RN	"turn left 30 degrees"
37	157.94	DM->RN	"then. . ."
38	159.1	DM->RN	"send image"
39	159.95	DM->CMD	"turning. . ."
40	164.34	RN	"uh <pause> done sent"
41	167.33	DM->CMD	"done, sent"
42	188.15	CMD	"<background noise>"
43	194.41	CMD	"turn east thirty degrees"
44	197.11	CMD	"and travel <pause> five feet"
45	201.52	DM->CMD	"processing. . ."
46	209.04	DM->RN	"turn right 30 degrees"
47	210.31	DM->RN	"then. . ."
48	211.84	DM->RN	"move forward 5 feet"
49	213.59	DM->CMD	"turning. . ."
50	217.9	DM->CMD	"moving. . ."
51	225.1	RN	"done"
52	226.39	DM->CMD	"done"
53	232.28	CMD	"turn south ninety degrees"
54	235.99	CMD	"and take a picture"
55	238.55	DM->CMD	"ok"
56	242.21	DM->RN	"turn right 90 degrees"
57	243.81	DM->RN	"then. . ."
58	244.92	DM->RN	"send image"
59	245.84	DM->CMD	"turning. . ."
60	256.67	RN	"done and sent"
61	257.56	DM->CMD	"done, sent"
62	261.799999999999	CMD	"<pause> turn east ninety degrees"
63	265.73	CMD	"and travel three feet"
64	269.53	DM->CMD	"processing. . ."
65	272.51	DM->RN	"turn left 90 degrees"
66	273.96	DM->RN	"then. . ."
67	275.18	DM->RN	"move forward 3 feet"
68	276.49	DM->CMD	"turning. . ."
69	288.92	DM->CMD	"moving. . ."
70	293.55	RN	"done"
71	295.64	DM->CMD	"done"
72	297.929999999999	CMD	"<pause> turn north forty five degrees"
73	302.59	CMD	"and take picture"
74	305.37	DM->CMD	"processing. . ."
75	310.07	DM->RN	"turn left 45 degrees"
76	311.49	DM->RN	"then. . ."
77	312.64	DM->RN	"send image"
78	313.33	DM->CMD	"turning. . ."
79	318.51	RN	"done and sent"
80	319.65	DM->CMD	"done, sent"
81	322.65	CMD	"<pause> turn east"
82	326.299999999999	CMD	"and travel five feet"
83	331.59	DM->CMD	"processing. . ."
84	338.11	DM->RN	"turn right 45 degrees"
85	339.6	DM->RN	"then. . ."
86	341.24	DM->RN	"move forward 5 feet"
87	343.67	DM->CMD	"turning. . ."
88	351.14	DM->CMD	"moving. . ."
89	356.83	RN	"done"
90	358.06	DM->CMD	"done"
91	377.48	CMD	"<pause> turn to the right fifteen degrees"
92	381.7	CMD	"take a picture"
93	383.88	DM->CMD	"ok"
94	389.6	DM->RN	"turn right 15 degrees"
95	390.71	DM->RN	"then. . ."
96	391.66	DM->RN	"send image"
97	392.49	DM->CMD	"turning. . ."
98	396.25	RN	"done and sent"
99	397.21	DM->CMD	"done, sent"
100	414.52	CMD	"<pause> <sigh> turn to the left uh fifteen degrees"
101	420.15	CMD	"travel three feet"
102	422.28	DM->CMD	"processing. . ."
103	427.86	DM->RN	"turn left 15 degrees"
104	428.67	DM->RN	"move forward 3 feet"
105	436.24	DM->CMD	"moving. . ."
106	440.39	RN	"uh done"
107	441.85	DM->CMD	"done"
108	445.22	CMD	"take a picture"
109	448.67	DM->RN	"send image"
110	449.83	RN	"sent"
111	451.21	DM->CMD	"sent"
112	474.06	CMD	"make sure i didn't miss something"
113	475.71	CMD	"<pause> turn one hundred and eighty degrees"
114	482.46	DM->CMD	"ok"
115	485.88	DM->RN	"turn 180"
116	487.08	DM->CMD	"I will turn around 180 degrees"
117	489.08	DM->CMD	"turning. . ."
118	507.31	RN	"uh done"
119	507.44	CMD	"take a picture"
120	509.19	DM->CMD	"done"
121	510.29	DM->RN	"send image"
122	511.71	RN	"sent"
123	513.06	DM->CMD	"sent"
124	519.079999999999	CMD	"<pause> turn left"
125	523.63	CMD	"and take a picture"
126	531.24	DM->CMD	"How far should I turn to the left?  <beep>"
127	532.56	CMD	"fifteen degrees"
128	535.9	DM->CMD	"ok"
129	541.78	DM->RN	"turn left 15 degrees"
130	543.03	DM->RN	"then. . ."
131	543.95	DM->RN	"send image"
132	544.7	DM->CMD	"turning. . ."
133	548.07	RN	"uh <pause> done and sent"
134	550.07	DM->CMD	"done, sent"
135	556.81	CMD	"<long pause> <sigh> turn fifteen degrees to your right>"
136	565.05	CMD	"and travel eight feet"
137	568.78	DM->CMD	"ok"
138	575.13	DM->RN	"turn right 15 degrees"
139	576.44	DM->RN	"then. . ."
140	583.53	DM->RN	"move forward 8 feet"
141	585.66	DM->CMD	"moving. . ."
142	596.16	RN	"uh done"
143	597.76	DM->CMD	"done"
144	602.74	CMD	"travel three feet "
145	605.73	CMD	"turn fifteen degrees to your right"
146	607.689999999999	CMD	"and take a picture"
147	609.8	DM->CMD	"processing. . ."
148	614.81	DM->RN	"move forward 3 feet"
149	616.21	DM->CMD	"I will move forward 3 feet"
150	617.66	DM->CMD	"and. . ."
151	618.54	DM->RN	"then. . ."
152	624.2	DM->RN	"turn right 15 degrees"
153	628.12	DM->CMD	"I will turn right 15 degrees"
154	629.13	DM->CMD	"and. . ."
155	629.58	DM->RN	"then. . ."
156	630.67	DM->RN	"send image"
157	631.2	DM->CMD	"I will send a picture"
158	631.97	RN	"done and sent"
159	634.15	DM->CMD	"done, sent"
160	647.23	CMD	"<pause> turn left left fifteen degrees"
161	651.68	CMD	"travel four feet"
162	655.32	DM->CMD	"ok"
163	661.03	DM->RN	"turn left 15 degrees"
164	662.2	DM->RN	"then. . ."
165	670.4	DM->RN	"move forward 4 feet"
166	673.18	DM->CMD	"moving. . ."
167	680.01	RN	"uh done"
168	681.56	DM->CMD	"done"
169	683.68	CMD	"turn right fifteen degrees"
170	686.09	CMD	"t take a picture"
171	689.3	DM->CMD	"ok"
172	694.37	DM->RN	"turn right 15 degrees"
173	695.54	DM->RN	"then. . ."
174	696.47	DM->RN	"send image"
175	697.22	DM->CMD	"turning. . ."
176	699.83	RN	"done and sent"
177	701.01	DM->CMD	"done, sent"
178	737.04	CMD	"<a: how many doorways were there>"
179	740.28	CMD	"one"
180	741.069999999999	CMD	"<a: one okay>"
181	742.06	CMD	"<a: how many cones were there>"
182	744.439999999999	CMD	"two"
183	745.13	CMD	"<a: two>"
184	746.04	CMD	"<a: and um do you think there's any type of container in which a soldier might be able to use to move things>"
185	753.29	CMD	"uh yes"
186	754.52	CMD	"<a: what was that>"
187	755.41	CMD	"uh like an oil barrel"
188	757.02	CMD	"<a: okay>"
189	760.1	DM->CMD	"Good job!"
