id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-21 10:22:56.60	DM->CMD	"calibrating. . ."
2	2018-08-21 10:23:15.17	RN	"<X: audio sync in three two one>"
3	2018-08-21 10:23:15.19	CMD	"<X: audio sync in three two one>"
4	2018-08-21 10:23:17.63	RN	"<loud noise>"
5	2018-08-21 10:23:17.63	CMD	"<loud noise>"
6	2018-08-21 10:23:23.44	DM->CMD	"calibration complete"
7	2018-08-21 10:23:39.37	CMD	"i am ready"
8	2018-08-21 10:23:40.87	DM->RN	"participant is ready"
9	2018-08-21 10:23:42.87	DM->CMD	"Hello! <beep>"
10	2018-08-21 10:23:45.09	DM->CMD	"Thanks for teaming up with me today."
11	2018-08-21 10:23:48.04	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."
12	2018-08-21 10:23:51.37	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."
13	2018-08-21 10:23:55.33	DM->CMD	"You can ask for help at any time."
14	2018-08-21 10:24:10.54	CMD	"move forward"
15	2018-08-21 10:24:13.47	DM->CMD	"How far should I move forward? <beep>"
16	2018-08-21 10:24:16.30	CMD	"uh two feet"
17	2018-08-21 10:24:18.34	DM->CMD	"processing. . ."
18	2018-08-21 10:24:22.13	DM->CMD	"I will move forward 2 feet"
19	2018-08-21 10:24:22.97	DM->RN	"move forward 2 feet"
20	2018-08-21 10:24:24.34	DM->CMD	"moving. . ."
21	2018-08-21 10:24:27.22	RN	"done"
22	2018-08-21 10:24:28.13	CMD	"okay"
23	2018-08-21 10:24:28.48	CMD	"continue moving"
24	2018-08-21 10:24:28.62	DM->CMD	"done"
25	2018-08-21 10:24:33.20	DM->CMD	"How far back should I go?  <beep>"
26	2018-08-21 10:24:35.65	CMD	"move forward <pause .93> ten feet"
27	2018-08-21 10:24:39.59	DM->CMD	"processing. . ."
28	2018-08-21 10:24:42.39	DM->RN	"move forward 10 feet"
29	2018-08-21 10:24:44.19	DM->CMD	"moving. . ."
30	2018-08-21 10:24:52.32	RN	"done"
31	2018-08-21 10:24:53.31	DM->CMD	"I moved forward 10 feet"
32	2018-08-21 10:24:54.43	DM->CMD	"done"
33	2018-08-21 10:24:57.74	CMD	"continue moving <pause .27> forward"
34	2018-08-21 10:25:01.09	CMD	"twenty feet"
35	2018-08-21 10:25:03.35	DM->CMD	"processing. . ."
36	2018-08-21 10:25:11.36	DM->RN	"move forward 20 feet"
37	2018-08-21 10:25:13.59	DM->CMD	"moving. . ."
38	2018-08-21 10:25:28.81	RN	"done"
39	2018-08-21 10:25:29.61	DM->CMD	"done"
40	2018-08-21 10:25:33.66	CMD	"turn to the right <pause .35> thirty degrees"
41	2018-08-21 10:25:38.36	DM->CMD	"processing. . ."
42	2018-08-21 10:25:44.10	DM->RN	"turn right 30 degrees"
43	2018-08-21 10:25:46.22	DM->CMD	"turning. . ."
44	2018-08-21 10:25:48.97	RN	"done"
45	2018-08-21 10:25:49.27	CMD	"move forward <pause .67> five feet"
46	2018-08-21 10:25:50.55	DM->CMD	"done"
