id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-09-05 11:26:52.09	DM->CMD	"calibrating. . ."
2	2018-09-05 11:27:06.11	RN	"<no speech>"
3	2018-09-05 11:27:07.52	RN	"<X: audio sync in three two one>"
4	2018-09-05 11:27:07.55	CMD	"<X: audio sync in three two one>"
5	2018-09-05 11:27:10.44	RN	"<loud noise>"
6	2018-09-05 11:27:10.44	CMD	"<loud noise>"
7	2018-09-05 11:27:17.61	DM->CMD	"calibration complete"
8	2018-09-05 11:27:29.52	CMD	"i am ready"
9	2018-09-05 11:27:31.47	DM->RN	"participant is ready"
10	2018-09-05 11:27:34.40	DM->CMD	"I'm also ready.  <beep>"
11	2018-09-05 11:27:48.92	CMD	"<lip smack>"
12	2018-09-05 11:27:50.47	CMD	"okay"
13	2018-09-05 11:27:51.20	CMD	"take a picture"
14	2018-09-05 11:27:54.73	DM->RN	"send image"
15	2018-09-05 11:27:55.10	RN	"sent"
16	2018-09-05 11:27:56.03	DM->CMD	"sent"
17	2018-09-05 11:28:04.71	CMD	"turn to the right <pause .64> forty five degrees"
18	2018-09-05 11:28:09.29	DM->CMD	"processing. . ."
19	2018-09-05 11:28:12.01	DM->CMD	"I will turn right 45 degrees"
20	2018-09-05 11:28:12.82	DM->RN	"turn right 45 degrees"
21	2018-09-05 11:28:15.22	DM->CMD	"turning. . ."
22	2018-09-05 11:28:18.18	RN	"done"
23	2018-09-05 11:28:18.54	CMD	"take a picture"
24	2018-09-05 11:28:19.45	DM->CMD	"done"
25	2018-09-05 11:28:21.09	DM->RN	"send image"
26	2018-09-05 11:28:21.22	RN	"sent"
27	2018-09-05 11:28:22.31	DM->CMD	"sent"
28	2018-09-05 11:28:28.68	CMD	"turn to the left ninety degrees"
29	2018-09-05 11:28:34.78	DM->CMD	"processing. . ."
30	2018-09-05 11:28:38.67	DM->RN	"turn left 90 degrees"
31	2018-09-05 11:28:39.97	DM->CMD	"turning. . ."
32	2018-09-05 11:28:46.13	RN	"done"
33	2018-09-05 11:28:47.35	DM->CMD	"done"
34	2018-09-05 11:28:48.07	CMD	"take a picture"
35	2018-09-05 11:28:49.47	DM->RN	"send image"
36	2018-09-05 11:28:49.76	RN	"sent"
37	2018-09-05 11:28:50.65	DM->CMD	"sent"
38	2018-09-05 11:29:00.92	CMD	"move toward the sign on the wall"
39	2018-09-05 11:29:07.22	DM->CMD	"processing. . ."
40	2018-09-05 11:29:18.25	DM->RN	"move to blue Arabic sign"
41	2018-09-05 11:29:20.41	DM->CMD	"executing. . ."
42	2018-09-05 11:29:24.26	RN	"done"
43	2018-09-05 11:29:25.52	CMD	"take a picture"
44	2018-09-05 11:29:25.75	DM->CMD	"done"
45	2018-09-05 11:29:29.55	DM->RN	"send image"
46	2018-09-05 11:29:30.18	RN	"sent"
47	2018-09-05 11:29:31.03	DM->CMD	"sent"
48	2018-09-05 11:29:37.24	CMD	"turn to the left forty five degrees"
49	2018-09-05 11:29:41.51	DM->CMD	"processing. . ."
50	2018-09-05 11:29:44.88	DM->RN	"turn left 45 degrees"
51	2018-09-05 11:29:46.89	DM->CMD	"turning. . ."
52	2018-09-05 11:29:51.32	RN	"done"
53	2018-09-05 11:29:51.70	CMD	"take a picture"
54	2018-09-05 11:29:52.63	DM->CMD	"done"
55	2018-09-05 11:29:53.72	DM->RN	"send image"
56	2018-09-05 11:29:54.08	RN	"sent"
57	2018-09-05 11:29:54.94	DM->CMD	"sent"
58	2018-09-05 11:30:00.39	CMD	"turn to the left forty five degrees"
59	2018-09-05 11:30:04.69	DM->CMD	"processing. . ."
60	2018-09-05 11:30:07.12	DM->RN	"turn left 45 degrees"
61	2018-09-05 11:30:09.43	DM->CMD	"turning. . ."
62	2018-09-05 11:30:12.33	RN	"done"
63	2018-09-05 11:30:12.55	CMD	"take a picture"
64	2018-09-05 11:30:14.93	DM->RN	"send image"
65	2018-09-05 11:30:15.23	RN	"sent"
66	2018-09-05 11:30:16.40	DM->CMD	"sent"
67	2018-09-05 11:30:28.27	CMD	"turn to the left thirty degrees"
68	2018-09-05 11:30:32.32	DM->CMD	"processing. . ."
69	2018-09-05 11:30:37.39	DM->RN	"turn left 30 degrees"
70	2018-09-05 11:30:39.00	DM->CMD	"turning. . ."
71	2018-09-05 11:30:41.96	RN	"done"
72	2018-09-05 11:30:42.33	CMD	"take a picture"
73	2018-09-05 11:30:42.81	DM->CMD	"done"
74	2018-09-05 11:30:45.39	DM->RN	"send image"
75	2018-09-05 11:30:45.84	RN	"sent"
76	2018-09-05 11:30:46.86	DM->CMD	"sent"
77	2018-09-05 11:31:06.68	DM->CMD	"sent"
78	2018-09-05 11:31:30.84	DM->CMD	"What should we do next?  <beep>"
79	2018-09-05 11:31:44.00	CMD	"turn to the left thirty five degrees"
80	2018-09-05 11:31:48.48	DM->CMD	"processing. . ."
81	2018-09-05 11:31:52.65	DM->RN	"turn left 35 degrees"
82	2018-09-05 11:31:54.01	DM->CMD	"turning. . ."
83	2018-09-05 11:31:56.45	RN	"done"
84	2018-09-05 11:31:57.36	CMD	"take a picture"
85	2018-09-05 11:31:57.80	DM->CMD	"done"
86	2018-09-05 11:31:59.60	DM->RN	"send image"
