id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-01 10:57:29.02	DM->CMD	"calibrating. . ."
2	2018-08-01 10:57:29.68	DM->RN	"calibrate"
3	2018-08-01 10:57:53.83	CMD	"<button down <unintelligible>>"
4	2018-08-01 10:58:04.79	CMD	"<sync three two one>"
5	2018-08-01 10:58:04.83	RN	"<in three two one>"
6	2018-08-01 10:58:06.89	RN	"<loud noise>"
7	2018-08-01 10:58:06.89	CMD	"<loud noise>"
8	2018-08-01 10:58:13.81	DM->CMD	"calibration complete"
9	2018-08-01 10:58:22.73	CMD	"ready"
10	2018-08-01 10:58:24.12	DM->CMD	"Hi!"
11	2018-08-01 10:58:25.78	DM->CMD	"I'm also ready.  <beep>"
12	2018-08-01 10:58:29.99	CMD	"take photo "
13	2018-08-01 10:58:31.73	CMD	"send photo"
14	2018-08-01 10:58:33.04	DM->CMD	"ok"
15	2018-08-01 10:58:34.63	DM->RN	"send image"
16	2018-08-01 10:58:39.20	RN	"sent"
17	2018-08-01 10:58:40.11	DM->CMD	"sent"
18	2018-08-01 10:58:51.55	CMD	"forty degrees to the left"
19	2018-08-01 10:58:53.69	CMD	"send photo"
20	2018-08-01 10:58:55.06	DM->CMD	"processing. . ."
21	2018-08-01 10:59:03.43	DM->RN	"turn left 40 degrees"
22	2018-08-01 10:59:04.66	DM->RN	"then. . ."
23	2018-08-01 10:59:05.51	DM->RN	"send image"
24	2018-08-01 10:59:11.48	RN	"done and sent"
25	2018-08-01 10:59:12.48	DM->CMD	"done, sent"
26	2018-08-01 10:59:23.35	CMD	"go forward three feet"
27	2018-08-01 10:59:24.72	CMD	"send photo"
28	2018-08-01 10:59:26.58	DM->CMD	"processing. . ."
29	2018-08-01 10:59:29.97	DM->RN	"move forward 3 feet"
30	2018-08-01 10:59:31.25	DM->RN	"then. . ."
31	2018-08-01 10:59:32.09	DM->RN	"send image"
32	2018-08-01 10:59:35.29	DM->CMD	"moving. . ."
33	2018-08-01 10:59:40.74	RN	"done and sent"
34	2018-08-01 10:59:41.99	DM->CMD	"done, sent"
35	2018-08-01 10:59:57.53	CMD	"eighty degrees to your right"
36	2018-08-01 10:59:59.54	CMD	"send photo"
37	2018-08-01 11:00:01.80	DM->CMD	"ok"
38	2018-08-01 11:00:08.52	DM->RN	"turn right 80 degrees"
39	2018-08-01 11:00:09.85	DM->RN	"then. . ."
40	2018-08-01 11:00:11.06	DM->RN	"send image"
41	2018-08-01 11:00:14.03	DM->CMD	"executing. . ."
42	2018-08-01 11:00:23.86	RN	"done and sent"
43	2018-08-01 11:00:25.06	DM->CMD	"Action done, photo sent"
44	2018-08-01 11:00:32.32	CMD	"go forward four feet"
45	2018-08-01 11:00:42.20	DM->CMD	"ok"
46	2018-08-01 11:00:47.73	DM->RN	"move forward 4"
47	2018-08-01 11:00:49.34	DM->CMD	"moving. . ."
48	2018-08-01 11:01:00.50	RN	"done"
49	2018-08-01 11:01:01.44	DM->CMD	"done"
50	2018-08-01 11:01:03.58	CMD	"go forward two feet"
51	2018-08-01 11:01:05.88	CMD	"take picture"
52	2018-08-01 11:01:07.88	DM->RN	"move forward 2 feet"
53	2018-08-01 11:01:08.64	DM->CMD	"I will move forward 2 feet"
54	2018-08-01 11:01:10.30	DM->RN	"then. . ."
55	2018-08-01 11:01:11.71	DM->RN	"send image"
56	2018-08-01 11:01:14.74	RN	"done and sent"
57	2018-08-01 11:01:15.83	DM->CMD	"done, sent"
58	2018-08-01 11:01:22.55	CMD	"turn forty degrees to your left"
59	2018-08-01 11:01:25.45	CMD	"send photo"
60	2018-08-01 11:01:29.41	DM->RN	"turn left 40 degrees"
61	2018-08-01 11:01:30.66	DM->CMD	"turning. . ."
62	2018-08-01 11:01:33.40	DM->RN	"send image"
63	2018-08-01 11:01:40.69	RN	"done and sent"
64	2018-08-01 11:01:41.55	DM->CMD	"done, sent"
65	2018-08-01 11:01:57.54	CMD	"go straight four feet"
66	2018-08-01 11:02:00.46	DM->CMD	"ok"
67	2018-08-01 11:02:06.27	DM->RN	"move forward 4"
68	2018-08-01 11:02:16.43	RN	"done"
69	2018-08-01 11:02:17.46	DM->CMD	"done"
70	2018-08-01 11:02:21.92	CMD	"send photo"
71	2018-08-01 11:02:23.80	DM->RN	"send image"
72	2018-08-01 11:02:28.66	RN	"sent"
73	2018-08-01 11:02:29.75	DM->CMD	"sent"
74	2018-08-01 11:02:40.41	CMD	"go forward four feet"
75	2018-08-01 11:02:42.47	DM->CMD	"processing. . ."
76	2018-08-01 11:02:44.96	CMD	"send photo"
77	2018-08-01 11:02:48.10	DM->RN	"move forward 4"
78	2018-08-01 11:02:49.58	DM->RN	"then. . ."
79	2018-08-01 11:02:51.41	DM->RN	"send image"
80	2018-08-01 11:02:58.53	RN	"done and sent"
81	2018-08-01 11:02:59.85	DM->CMD	"done, sent"
82	2018-08-01 11:03:06.54	CMD	"go forward four feet"
83	2018-08-01 11:03:12.22	DM->CMD	"ok"
84	2018-08-01 11:03:17.93	DM->RN	"move forward 4"
85	2018-08-01 11:03:23.08	DM->CMD	"moving. . ."
86	2018-08-01 11:03:30.90	RN	"done"
87	2018-08-01 11:03:31.73	DM->CMD	"done"
88	2018-08-01 11:03:32.90	CMD	"turn forty degrees to your right"
89	2018-08-01 11:03:34.79	CMD	"send photo"
90	2018-08-01 11:03:36.42	DM->CMD	"ok"
91	2018-08-01 11:03:42.16	DM->RN	"turn right 40 degrees"
92	2018-08-01 11:03:43.96	DM->RN	"then. . ."
93	2018-08-01 11:03:45.26	DM->RN	"send image"
94	2018-08-01 11:03:48.58	RN	"done and sent"
95	2018-08-01 11:03:49.45	DM->CMD	"Action done, photo sent"
96	2018-08-01 11:03:56.54	CMD	"go straight four feet"
97	2018-08-01 11:03:58.24	DM->CMD	"ok"
98	2018-08-01 11:04:00.33	CMD	"send photo"
99	2018-08-01 11:04:04.24	DM->RN	"move forward 4"
100	2018-08-01 11:04:05.66	DM->RN	"then. . ."
101	2018-08-01 11:04:06.99	DM->RN	"send image"
102	2018-08-01 11:04:15.52	RN	"done and sent"
103	2018-08-01 11:04:16.53	DM->CMD	"done, sent"
104	2018-08-01 11:04:26.21	CMD	"go forward four feet"
105	2018-08-01 11:04:28.81	CMD	"send photo"
106	2018-08-01 11:04:29.93	DM->CMD	"processing. . ."
107	2018-08-01 11:04:34.83	DM->RN	"move forward 4"
108	2018-08-01 11:04:35.92	DM->RN	"then. . ."
109	2018-08-01 11:04:37.29	DM->RN	"send image"
110	2018-08-01 11:04:43.04	RN	"done and sent"
111	2018-08-01 11:04:44.05	DM->CMD	"done, sent"
112	2018-08-01 11:04:49.96	CMD	"go forward <pause> three feet"
113	2018-08-01 11:04:54.37	CMD	"forty degrees to the left"
114	2018-08-01 11:04:56.73	CMD	"send photo"
115	2018-08-01 11:05:00.94	DM->CMD	"I will move forward 3 feet"
116	2018-08-01 11:05:01.87	DM->RN	"move forward 3 feet"
117	2018-08-01 11:05:03.13	DM->RN	"then. . ."
118	2018-08-01 11:05:09.16	DM->RN	"turn left 40 degrees"
119	2018-08-01 11:05:10.69	DM->RN	"then. . ."
120	2018-08-01 11:05:12.15	DM->RN	"send image"
121	2018-08-01 11:05:13.68	CMD	"<no speech>"
122	2018-08-01 11:05:15.68	RN	"done and sent"
123	2018-08-01 11:05:16.74	DM->CMD	"done, sent"
124	2018-08-01 11:05:22.22	CMD	"turn sixty degrees to your right"
125	2018-08-01 11:05:26.04	CMD	"send photo"
126	2018-08-01 11:05:27.52	DM->CMD	"processing. . ."
127	2018-08-01 11:05:33.80	DM->RN	"turn right 60 degrees"
128	2018-08-01 11:05:35.32	DM->RN	"then. . ."
129	2018-08-01 11:05:36.31	DM->RN	"send image"
