id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-17 14:40:36.89	DM->RN	"calibrate"
2	2018-08-17 14:40:37.44	DM->CMD	"calibrating. . ."
3	2018-08-17 14:40:56.23	CMD	"sure okay"
4	2018-08-17 14:40:58.55	CMD	"<no speech>"
5	2018-08-17 14:41:04.28	RN	"<X: audio sync in three two one>"
6	2018-08-17 14:41:04.31	CMD	"<X: audio sync in three two one>"
7	2018-08-17 14:41:07.98	RN	"<loud noise>"
8	2018-08-17 14:41:07.98	CMD	"<loud noise>"
9	2018-08-17 14:41:08.20	CMD	"<no speech>"
10	2018-08-17 14:41:10.30	CMD	"<X: okay you can let it up>"
11	2018-08-17 14:41:11.05	DM->CMD	"calibration complete"
12	2018-08-17 14:41:19.41	CMD	"i am ready"
13	2018-08-17 14:41:22.28	DM->RN	"participant is ready"
14	2018-08-17 14:41:24.73	DM->CMD	"I'm also ready.  <beep>"
15	2018-08-17 14:41:28.35	CMD	"okay lets get started"
16	2018-08-17 14:41:29.84	CMD	"i'm gonna have you move forty five degrees to your right"
17	2018-08-17 14:41:35.91	DM->CMD	"ok"
18	2018-08-17 14:41:38.49	DM->RN	"turn right 45 degrees"
19	2018-08-17 14:41:42.00	DM->CMD	"turning. . ."
20	2018-08-17 14:41:47.60	RN	"done"
21	2018-08-17 14:41:49.47	DM->CMD	"I turned right 45 degrees"
22	2018-08-17 14:41:50.37	CMD	"forty five degrees to your right"
23	2018-08-17 14:41:55.44	DM->CMD	"Should I send a picture? <beep>"
24	2018-08-17 14:41:59.40	CMD	"no picture"
25	2018-08-17 14:42:00.90	CMD	"y yes you know what yes "
26	2018-08-17 14:42:01.16	DM->RN	"turn right 45 degrees"
27	2018-08-17 14:42:02.22	CMD	"please take a picture"
28	2018-08-17 14:42:07.21	DM->RN	"send image"
29	2018-08-17 14:42:08.39	RN	"done and sent"
30	2018-08-17 14:42:09.80	DM->CMD	"sent"
31	2018-08-17 14:42:13.61	CMD	"thank you"
32	2018-08-17 14:42:14.49	CMD	"i need you to move forty five degrees to your right"
33	2018-08-17 14:42:18.88	DM->RN	"turn right 45 degrees"
34	2018-08-17 14:42:26.48	RN	"done"
35	2018-08-17 14:42:29.16	DM->CMD	"done"
36	2018-08-17 14:42:29.32	CMD	"and about forty five degrees to your right"
37	2018-08-17 14:42:33.36	DM->RN	"turn right 45 degrees"
38	2018-08-17 14:42:39.39	RN	"done"
39	2018-08-17 14:42:41.41	DM->CMD	"done"
40	2018-08-17 14:42:41.69	CMD	"move uh bout three feet about"
41	2018-08-17 14:42:54.42	DM->CMD	"I'm not sure if I can move that far forward.  <beep>"
42	2018-08-17 14:42:56.00	DM->CMD	"There's an obstruction preventing me from doing that.  <beep>"
43	2018-08-17 14:42:58.63	CMD	"move about two feet ahead"
44	2018-08-17 14:43:00.26	CMD	"and take a picture"
45	2018-08-17 14:43:03.04	DM->CMD	"ok"
46	2018-08-17 14:43:06.98	DM->RN	"move forward 2 feet"
47	2018-08-17 14:43:08.19	DM->RN	"then. . ."
48	2018-08-17 14:43:09.27	DM->RN	"send image"
49	2018-08-17 14:43:12.20	RN	"i can probably only move one"
50	2018-08-17 14:43:21.88	RN	"done<un> and sent"
51	2018-08-17 14:43:25.60	DM->CMD	"done, sent"
52	2018-08-17 14:43:27.71	DM->CMD	"I moved forward as far as I could."
53	2018-08-17 14:43:39.66	CMD	"okay i need you to move forty five degrees to your left"
54	2018-08-17 14:43:44.76	DM->CMD	"processing. . ."
55	2018-08-17 14:43:51.64	DM->RN	"turn left 45 degrees"
56	2018-08-17 14:43:53.19	DM->CMD	"I will turn left 45 degrees"
57	2018-08-17 14:43:59.42	RN	"done"
58	2018-08-17 14:44:00.59	DM->CMD	"done"
59	2018-08-17 14:44:01.21	CMD	"forty five degrees to your left"
60	2018-08-17 14:44:02.85	CMD	"and take a picture"
61	2018-08-17 14:44:03.64	DM->RN	"turn left 45 degrees"
62	2018-08-17 14:44:07.25	DM->RN	"then. . ."
63	2018-08-17 14:44:08.27	DM->RN	"send image"
64	2018-08-17 14:44:10.11	RN	"done and sent"
65	2018-08-17 14:44:12.33	DM->CMD	"done"
66	2018-08-17 14:44:13.71	DM->CMD	"sent"
67	2018-08-17 14:44:16.72	CMD	"move three feet ahead"
68	2018-08-17 14:44:26.35	DM->CMD	"I'm not sure if I can move that far forward.  <beep>"
69	2018-08-17 14:44:29.52	CMD	"move two feet ahead"
70	2018-08-17 14:44:31.49	CMD	"and begin to"
71	2018-08-17 14:44:32.79	CMD	"<no speech>"
72	2018-08-17 14:44:34.30	CMD	"turn forty five degrees to your left"
73	2018-08-17 14:44:40.02	DM->RN	"move to front wall ahead"
74	2018-08-17 14:44:41.68	DM->RN	"then. . ."
75	2018-08-17 14:44:44.54	DM->RN	"turn left 45 degrees"
76	2018-08-17 14:44:55.02	RN	"done"
77	2018-08-17 14:44:56.59	DM->CMD	"done"
78	2018-08-17 14:44:58.11	CMD	"thank you"
79	2018-08-17 14:44:58.77	CMD	"move forty five degrees to your left"
80	2018-08-17 14:45:00.60	CMD	"and move two feet forward"
81	2018-08-17 14:45:03.18	DM->RN	"turn left 45 degrees"
82	2018-08-17 14:45:07.27	DM->RN	"then. . ."
83	2018-08-17 14:45:09.30	DM->RN	"move forward 2 feet"
84	2018-08-17 14:45:11.71	DM->CMD	"I turned left 90 degrees"
85	2018-08-17 14:45:17.12	RN	"done"
86	2018-08-17 14:45:19.12	CMD	"take a picture of where you are"
87	2018-08-17 14:45:20.33	DM->CMD	"done"
88	2018-08-17 14:45:21.36	CMD	"and move one feet ahead"
89	2018-08-17 14:45:21.99	DM->RN	"send image"
90	2018-08-17 14:45:22.52	RN	"sent"
91	2018-08-17 14:45:24.35	DM->CMD	"sent"
92	2018-08-17 14:45:25.84	DM->RN	"then. . ."
93	2018-08-17 14:45:27.86	DM->RN	"move forward 1 foot"
94	2018-08-17 14:45:29.69	DM->CMD	"I will move forward 1 foot"
95	2018-08-17 14:45:35.42	RN	"done"
96	2018-08-17 14:45:36.77	DM->CMD	"done"
97	2018-08-17 14:45:38.43	CMD	"go back one feet"
98	2018-08-17 14:45:39.96	CMD	"and take another picture"
99	2018-08-17 14:45:44.80	DM->CMD	"processing. . ."
100	2018-08-17 14:45:50.79	DM->RN	"move back 1"
101	2018-08-17 14:45:51.91	DM->RN	"then. . ."
102	2018-08-17 14:45:53.51	DM->RN	"send image"
103	2018-08-17 14:45:58.27	RN	"done and sent"
104	2018-08-17 14:46:00.75	DM->CMD	"done, sent"
105	2018-08-17 14:46:04.41	DM->CMD	"Would you like me to move to take a good picture?  <beep>"
106	2018-08-17 14:46:09.97	CMD	"thank you"
107	2018-08-17 14:46:10.68	CMD	"move <pause .9> three feet ahead"
108	2018-08-17 14:46:13.42	CMD	"and take a picture"
109	2018-08-17 14:46:17.29	DM->CMD	"processing. . ."
110	2018-08-17 14:46:19.65	DM->RN	"move forward 3 feet"
111	2018-08-17 14:46:22.00	RN	"all right"
112	2018-08-17 14:46:22.84	DM->RN	"then. . ."
113	2018-08-17 14:46:23.92	DM->RN	"send image"
114	2018-08-17 14:46:24.92	RN	"yeah i cant do that"
115	2018-08-17 14:46:29.91	DM->CMD	"I'm not sure if I can move that far forward.  <beep>"
116	2018-08-17 14:46:32.41	CMD	"okay make that two feet ahead"
117	2018-08-17 14:46:34.01	CMD	"and take a picture"
118	2018-08-17 14:46:39.56	DM->CMD	"I will move forward as far as I can, ok?  <beep>"
119	2018-08-17 14:46:48.47	DM->RN	"move forward to cone"
