id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-07 10:04:17.81	DM->RN	"ok"
2	2018-08-07 10:15:26.12	DM->CMD	"calibrating. . ."
3	2018-08-07 10:16:05.74	RN	"<no speech>"
4	2018-08-07 10:16:06.78	CMD	"<no speech>"
5	2018-08-07 10:16:08.89	CMD	"<X: alright you have it held down>"
6	2018-08-07 10:16:09.85	CMD	"mhm"
7	2018-08-07 10:16:10.23	CMD	"<X: okay>"
8	2018-08-07 10:16:12.33	CMD	"<X: audio sync in three two one>"
9	2018-08-07 10:16:12.35	RN	"<X: audio sync in three two one>"
10	2018-08-07 10:16:14.58	RN	"<loud noise>"
11	2018-08-07 10:16:14.58	CMD	"<loud noise>"
12	2018-08-07 10:16:21.02	DM->CMD	"calibration complete"
13	2018-08-07 10:16:21.93	CMD	"<X: alright you can let go xxx>"
14	2018-08-07 10:17:23.49	CMD	"i am ready"
15	2018-08-07 10:17:24.81	DM->RN	"participant is ready"
16	2018-08-07 10:17:28.40	DM->CMD	"Hello! <beep>"
17	2018-08-07 10:17:30.92	DM->CMD	"Thanks for teaming up with me today."
18	2018-08-07 10:17:33.33	DM->CMD	"Please be aware that there may be lag times in receiving and processing your requests."
19	2018-08-07 10:17:36.13	DM->CMD	"I'll give you feedback on what I'm doing, let you know if there is a problem, and I may ask for more information."
20	2018-08-07 10:17:39.19	DM->CMD	"You can ask for help at any time."
21	2018-08-07 10:17:50.52	CMD	"move forward"
22	2018-08-07 10:17:55.35	DM->CMD	"How far forward should I go?  <beep>"
23	2018-08-07 10:17:58.04	CMD	"ten feet"
24	2018-08-07 10:17:59.72	DM->CMD	"processing. . ."
25	2018-08-07 10:18:05.84	DM->CMD	"I will move forward 10 feet"
26	2018-08-07 10:18:07.93	DM->RN	"move forward 10 feet"
27	2018-08-07 10:18:11.90	DM->CMD	"moving. . ."
28	2018-08-07 10:18:19.23	RN	"done"
29	2018-08-07 10:18:20.25	DM->CMD	"done"
30	2018-08-07 10:18:26.85	CMD	"move forward <pause .41> ten feet"
31	2018-08-07 10:18:31.33	DM->CMD	"processing. . ."
32	2018-08-07 10:18:34.76	DM->RN	"move forward 10 feet"
33	2018-08-07 10:18:37.75	DM->CMD	"moving. . ."
34	2018-08-07 10:18:45.80	RN	"done"
35	2018-08-07 10:18:47.19	DM->CMD	"I moved forward 10 feet"
36	2018-08-07 10:18:54.18	CMD	"go north"
37	2018-08-07 10:19:05.03	CMD	"go north"
38	2018-08-07 10:19:07.44	DM->CMD	"How far north should I go?"
39	2018-08-07 10:19:09.53	CMD	"five feet"
40	2018-08-07 10:19:12.57	DM->CMD	"processing. . ."
41	2018-08-07 10:19:16.70	DM->RN	"turn to face North"
42	2018-08-07 10:19:17.84	DM->RN	"then. . ."
43	2018-08-07 10:19:19.36	DM->CMD	"turning. . ."
44	2018-08-07 10:19:20.86	DM->RN	"move forward 5 feet"
45	2018-08-07 10:19:27.71	DM->CMD	"moving. . ."
46	2018-08-07 10:19:29.14	RN	"xxx uh done"
47	2018-08-07 10:19:33.08	DM->CMD	"done"
48	2018-08-07 10:19:41.08	CMD	"take a picture"
49	2018-08-07 10:19:45.73	DM->RN	"send image"
50	2018-08-07 10:19:48.05	RN	"sent"
51	2018-08-07 10:19:49.52	DM->CMD	"sent"
52	2018-08-07 10:20:07.46	CMD	"go south <pause .41> five feet"
53	2018-08-07 10:20:16.47	DM->CMD	"processing. . ."
54	2018-08-07 10:20:23.85	DM->RN	"turn to face South"
55	2018-08-07 10:20:24.93	DM->RN	"then. . ."
56	2018-08-07 10:20:26.52	DM->CMD	"turning. . ."
57	2018-08-07 10:20:28.62	DM->RN	"move forward 5 feet"
58	2018-08-07 10:20:42.61	RN	"done"
59	2018-08-07 10:20:46.57	DM->CMD	"done"
60	2018-08-07 10:20:53.20	CMD	"go west ten feet"
61	2018-08-07 10:20:56.83	DM->CMD	"processing. . ."
62	2018-08-07 10:21:00.00	DM->RN	"turn to face West"
63	2018-08-07 10:21:01.25	DM->RN	"then. . ."
64	2018-08-07 10:21:02.21	DM->CMD	"turning. . ."
65	2018-08-07 10:21:03.32	DM->RN	"move forward 10 feet"
66	2018-08-07 10:21:21.20	RN	"done"
67	2018-08-07 10:21:25.12	DM->CMD	"I moved forward 10 feet"
68	2018-08-07 10:21:28.78	CMD	"go forward five feet"
69	2018-08-07 10:21:32.73	DM->CMD	"processing. . ."
70	2018-08-07 10:21:36.08	DM->RN	"move forward 5 feet"
71	2018-08-07 10:21:38.53	DM->CMD	"moving. . ."
72	2018-08-07 10:21:42.98	RN	"done"
73	2018-08-07 10:21:43.81	DM->CMD	"done"
74	2018-08-07 10:21:45.62	CMD	"turn north"
75	2018-08-07 10:21:47.12	CMD	"take a picture"
76	2018-08-07 10:21:49.67	DM->CMD	"processing. . ."
77	2018-08-07 10:21:52.66	DM->RN	"turn to face North"
78	2018-08-07 10:21:53.48	DM->RN	"then. . ."
79	2018-08-07 10:21:54.60	DM->CMD	"turning. . ."
80	2018-08-07 10:21:56.15	DM->RN	"send image"
