id	time	stream	text
0	0	CMD	"(calibrate)"
1	2018-08-23 10:44:57.74	DM->CMD	"calibrating. . ."
2	2018-08-23 10:45:00.77	DM->RN	"calibrate"
3	2018-08-23 10:45:24.92	CMD	"<X: okay xxx>"
4	2018-08-23 10:45:26.59	CMD	"<no speech>"
5	2018-08-23 10:45:34.02	RN	"<X: audio sync in three two one>"
6	2018-08-23 10:45:34.16	CMD	"<X: audio sync in three two one>"
7	2018-08-23 10:45:38.46	RN	"<loud noise>"
8	2018-08-23 10:45:38.46	CMD	"<loud noise>"
9	2018-08-23 10:45:38.75	CMD	"<no speech>"
10	2018-08-23 10:45:44.45	CMD	"<X: okay you can let it up>"
11	2018-08-23 10:45:49.58	DM->CMD	"calibration complete"
12	2018-08-23 10:45:50.11	CMD	"<no speech>"
13	2018-08-23 10:45:52.11	CMD	"<X: so go ahead and get ready>"
14	2018-08-23 10:45:53.42	CMD	"<X: and then push<disfl> say i am ready>"
15	2018-08-23 10:45:55.29	CMD	"i am ready"
16	2018-08-23 10:45:56.05	CMD	"<no speech>"
17	2018-08-23 10:45:59.72	DM->CMD	"I'm also ready.  <beep>"
18	2018-08-23 10:45:59.74	CMD	"<notification sound>"
19	2018-08-23 10:46:00.68	CMD	"<no speech>"
20	2018-08-23 10:46:03.30	CMD	"uh robot take a picture"
21	2018-08-23 10:46:04.77	CMD	"<no speech>"
22	2018-08-23 10:46:06.90	DM->CMD	"ok"
23	2018-08-23 10:46:10.41	DM->RN	"send image"
24	2018-08-23 10:46:11.48	RN	"sent"
25	2018-08-23 10:46:13.11	DM->CMD	"sent"
26	2018-08-23 10:46:15.16	CMD	"robot turn left"
27	2018-08-23 10:46:16.02	CMD	"and take a picture"
28	2018-08-23 10:46:16.85	CMD	"<no speech>"
29	2018-08-23 10:46:19.52	DM->CMD	"processing. . ."
30	2018-08-23 10:46:23.02	DM->RN	"turn left 90 degrees"
31	2018-08-23 10:46:24.25	DM->RN	"then. . ."
32	2018-08-23 10:46:25.06	DM->RN	"send image"
33	2018-08-23 10:46:27.18	DM->CMD	"turning. . ."
34	2018-08-23 10:46:34.71	RN	"done and sent"
35	2018-08-23 10:46:36.55	DM->CMD	"done, sent"
36	2018-08-23 10:46:37.84	CMD	"uh robot turn left"
37	2018-08-23 10:46:39.01	CMD	"and take a picture"
38	2018-08-23 10:46:39.79	CMD	"<no speech>"
39	2018-08-23 10:46:46.04	DM->CMD	"ok"
40	2018-08-23 10:46:49.45	DM->RN	"turn left 90 degrees"
41	2018-08-23 10:46:50.53	DM->RN	"then. . ."
42	2018-08-23 10:46:51.35	DM->RN	"send image"
43	2018-08-23 10:46:57.56	DM->CMD	"turning. . ."
44	2018-08-23 10:46:59.36	RN	"done and sent"
45	2018-08-23 10:47:02.47	DM->CMD	"done, sent"
46	2018-08-23 10:47:02.56	CMD	"robot turn right forty five degrees"
47	2018-08-23 10:47:05.04	CMD	"and take a picture"
48	2018-08-23 10:47:06.18	CMD	"<no speech>"
49	2018-08-23 10:47:08.37	DM->CMD	"processing. . ."
50	2018-08-23 10:47:11.31	DM->RN	"turn right 45 degrees"
51	2018-08-23 10:47:12.07	DM->CMD	"I will turn right 45 degrees"
52	2018-08-23 10:47:13.55	DM->CMD	"I will send a picture"
53	2018-08-23 10:47:14.23	DM->RN	"send image"
54	2018-08-23 10:47:20.30	RN	"done and sent"
55	2018-08-23 10:47:21.87	DM->CMD	"done, sent"
56	2018-08-23 10:47:27.12	CMD	"robot turn left"
57	2018-08-23 10:47:28.31	CMD	"<no speech>"
58	2018-08-23 10:47:29.63	CMD	"uh"
